0.289169  4.98685  
0.343292  4.57486  
0.605342  3.80402  
0.818075  3.32465  
0.0866361  5.24527  
0.650962  4.19003  
0.428003  2.95922  
0.511377  4.73362  
0.204196  4.08289  
0.642026  2.97628  
0.946949  2.86452  
0.893759  3.62783  
0.654604  3.63188  
0.797283  3.16154  
0.153422  5.25308  
0.183543  4.32574  
0.633319  4.19007  
0.824473  3.99915  
0.417919  4.16057  
0.841371  2.93714  
0.709664  2.87815  
0.39684  4.26825  
0.767448  3.5682  
0.62441  3.96524  
0.640764  3.7044  
0.00243131  5.64786  
0.073689  4.70971  
0.442621  3.59865  
0.680191  3.32863  
0.452783  4.72956  
0.658301  4.15919  
0.927864  3.11729  
0.616089  3.82738  
0.615385  3.66005  
0.267909  3.61949  
0.092082  4.75587  
0.52621  4.00727  
0.45836  3.58293  
0.753051  3.20971  
0.912018  2.66904  
0.847388  4.28543  
0.59148  3.52335  
0.62163  3.07749  
0.449418  2.67429  
0.494444  3.87864  
0.959151  2.98669  
0.708152  3.5348  
0.0255712  5.60929  
0.33714  3.86966  
0.529899  3.79862  
0.701367  3.18336  
0.193144  4.33817  
0.667526  3.66731  
0.280923  4.43148  
0.0623575  4.85288  
0.944786  2.75582  
0.897682  3.4738  
0.913553  3.83317  
0.69737  3.72546  
0.733773  3.17136  
0.219229  3.36955  
0.732484  3.78401  
0.530541  3.77566  
0.473746  3.75195  
0.168565  5.10676  
0.31637  4.17023  
0.268649  3.18848  
0.638966  2.66705  
0.859323  3.2245  
0.016173  5.43035  
0.322757  4.21931  
0.363145  4.30841  
0.0673349  5.84472  
0.095153  5.22907  
0.958675  3.32279  
0.636634  3.31901  
0.0196844  5.13951  
0.238216  4.80406  
0.827993  4.29278  
0.979101  3.40857  
0.440798  4.3491  
0.682708  2.56391  
0.117564  5.00042  
0.975541  2.96857  
0.731091  3.53697  
0.723559  4.21445  
0.786729  3.32365  
0.217093  4.75308  
0.142873  4.83964  
0.847839  3.26735  
0.102095  4.12563  
0.927294  3.52497  
0.82839  3.71867  
0.675972  3.22051  
0.191718  5.09725  
0.12116  5.34533  
0.920863  3.15234  
0.420116  3.80793  
0.917044  3.2802  
0.776993  3.14738  
