4.15407e-006  1.2908  
0.999175  0.0053437  
0.615485  0.623485  
0.849492  0.281865  
0.296673  0.915261  
0.744909  0.448262  
0.130739  0.983874  
0.464214  0.786105  
0.934846  0.130065  
0.973447  0.0599532  
0.0566597  0.997429  
0.684038  0.535023  
0.799441  0.362963  
0.380467  0.8568  
0.543159  0.707673  
0.894325  0.203178  
0.210787  0.95658  
0.169516  0.972333  
0.772612  0.40512  
0.915004  0.165892  
0.422889  0.82242  
0.651053  0.578371  
0.581078  0.664814  
0.961555  0.0854525  
0.715309  0.491167  
0.99289  0.0168055  
0.337322  0.887562  
0.0117343  1.00064  
0.504673  0.747439  
0.0855074  0.993587  
0.825376  0.32156  
0.873929  0.239439  
0.253826  0.936733  
0.888817  0.22393  
0.982743  0.0376786  
0.0390394  0.999447  
0.40257  0.83968  
0.150441  0.978378  
0.111328  0.988633  
0.759479  0.426062  
0.561728  0.685778  
0.730662  0.469193  
0.481661  0.769212  
0.360242  0.872012  
0.189597  0.964909  
0.837888  0.300046  
0.700396  0.513241  
0.962181  0.0775487  
0.666708  0.557956  
0.315978  0.901112  
0.597488  0.644761  
0.443849  0.804892  
0.0054356  1.00076  
0.786328  0.383968  
0.0566597  0.997429  
0.634186  0.600228  
0.811663  0.343401  
0.996428  0.0109306  
0.274671  0.925724  
0.944428  0.112033  
0.926956  0.143472  
0.522248  0.728804  
0.904313  0.184834  
0.861416  0.262129  
0.232413  0.947021  
0.902281  0.192021  
0.101739  0.990543  
0.831203  0.311849  
0.64286  0.589701  
0.676185  0.54585  
0.877971  0.23231  
0.285485  0.920214  
0.780278  0.394163  
0.454461  0.795411  
0.607009  0.633716  
0.180146  0.968562  
0.136839  0.982077  
0.889419  0.211691  
0.751663  0.437758  
0.975123  0.0522135  
0.766406  0.415708  
0.412989  0.831454  
0.571574  0.675369  
0.723096  0.480179  
0.551582  0.697832  
0.738889  0.456745  
0.200962  0.960908  
0.0477601  0.998535  
0.493187  0.758264  
0.707616  0.502455  
0.327791  0.894037  
0.844333  0.2906  
0.983725  0.0356155  
0.026143  1.00022  
0.933224  0.133522  
0.369764  0.864922  
0.589675  0.65408  
0.79445  0.373004  
0.391617  0.848378  
0.659977  0.566756  
