0.00106005  5.29393  
0.9567  0.268979  
0.370589  0.637791  
0.743503  0.504944  
0.209159  0.864669  
0.506389  0.553473  
0.107883  1.07689  
0.275796  0.735918  
0.885042  0.365791  
0.9567  0.306778  
0.0591168  1.39574  
0.442088  0.59376  
0.529114  0.529842  
0.267325  0.822116  
0.32656  0.66989  
0.837443  0.419589  
0.140037  1.01909  
0.140037  1.03345  
0.506389  0.541826  
0.885042  0.365791  
0.267325  0.777349  
0.442088  0.593808  
0.32656  0.660265  
0.9567  0.278961  
0.468512  0.588785  
0.9567  0.270039  
0.209159  0.863947  
0.00526962  1.61801  
0.29384  0.683391  
0.0793745  1.2813  
0.529114  0.528471  
0.79621  0.466584  
0.17551  1.01575  
0.79621  0.448098  
0.9567  0.283108  
0.00526962  1.61801  
0.267325  0.780437  
0.107883  1.07689  
0.098827  1.16115  
0.506389  0.541959  
0.32656  0.658446  
0.506389  0.563313  
0.29384  0.683391  
0.209159  0.863947  
0.140037  1.01909  
0.743503  0.517603  
0.468512  0.589566  
0.9567  0.278961  
0.442088  0.615252  
0.209159  0.847706  
0.370589  0.637791  
0.275796  0.750733  
0.00526962  1.61801  
0.529114  0.529842  
0.0793745  1.28166  
0.370589  0.644858  
0.529114  0.528471  
0.9567  0.268979  
0.207783  0.949187  
0.885042  0.357842  
0.885042  0.365791  
0.29384  0.659867  
0.837443  0.419589  
0.79621  0.463387  
0.17551  1.00968  
0.837443  0.423827  
0.098827  1.16115  
0.743503  0.517603  
0.370589  0.644858  
0.442088  0.593808  
0.79621  0.448121  
0.209159  0.864669  
0.529114  0.526124  
0.275796  0.735918  
0.370589  0.637791  
0.140037  1.01909  
0.107883  1.07971  
0.79621  0.446348  
0.506389  0.541959  
0.9567  0.275988  
0.529114  0.526124  
0.267325  0.780437  
0.32656  0.653369  
0.506389  0.562  
0.29384  0.659867  
0.506389  0.562  
0.140037  1.01909  
0.0591168  1.41739  
0.29384  0.683391  
0.468512  0.588785  
0.209159  0.863947  
0.743503  0.517603  
0.9567  0.278961  
0.00526962  1.61801  
0.874952  0.372441  
0.209159  0.863947  
0.32656  0.653369  
0.529114  0.529842  
0.267325  0.807793  
0.442088  0.59376  
